battery_power,bluetoth,dual_sim,front_cam,4G,int_memory,mob_weight,n_cores,main_cam,px_height,px_width,ram,talk_time,3G,touch_screen,wifi,price_range
1028,1,0,1,1,30,193,1,10,1801,1923,1424,13,1,0,1,1
1831,1,1,4,0,55,189,8,9,1693,1790,1133,10,0,1,0,1
571,1,1,5,1,58,101,6,11,31,1536,555,11,1,0,1,0
1770,1,0,0,0,9,183,6,5,1098,1373,3785,14,1,0,1,3
970,1,1,5,0,59,84,7,19,1765,1786,3675,12,0,0,0,3
642,1,0,0,1,38,86,5,10,887,1775,435,2,1,1,0,0
622,1,1,12,0,11,193,8,14,760,1964,3183,4,1,1,1,2
600,1,0,9,1,6,199,2,15,486,1032,3495,7,1,1,0,2
1412,0,0,9,0,57,86,3,10,2,660,1853,18,0,0,1,1
733,0,0,7,0,16,138,4,12,202,1787,2648,19,1,1,0,2
1070,1,0,9,0,19,160,7,16,90,1614,2647,20,0,1,0,2
875,1,1,1,0,30,146,8,8,469,853,702,15,1,1,1,0
1994,1,0,5,0,5,189,2,7,86,1546,1836,18,1,0,0,2
823,0,1,9,1,18,182,5,16,1180,1350,3894,9,1,1,0,3
1908,0,0,9,1,30,111,2,19,140,1046,2944,17,1,0,1,3
790,0,1,7,1,44,89,8,8,1100,1437,3424,9,1,1,0,3
1330,1,1,1,0,40,177,1,5,194,892,2678,14,1,1,1,2
1660,0,0,2,1,15,100,8,8,440,569,2424,9,1,1,0,2
1776,0,0,2,0,20,82,6,16,1563,1803,2671,12,0,1,1,3
1611,0,1,4,1,27,199,1,10,163,1011,3078,6,1,0,1,2
1410,1,1,0,1,15,92,3,1,192,1311,2304,18,1,1,0,2
1772,1,0,17,1,45,159,2,18,837,1405,1146,17,1,1,0,1
1280,1,0,0,1,39,108,7,1,356,588,2335,2,1,0,1,1
1712,1,1,2,0,23,155,7,19,155,663,1422,15,1,1,0,1
1562,1,0,0,0,55,140,8,1,1032,1776,2096,3,0,0,0,2
891,0,1,1,1,18,153,6,3,40,1435,1303,4,1,1,1,0
1957,0,1,18,1,36,151,2,19,1194,1727,1115,18,1,0,1,1
1110,0,0,1,0,42,192,5,2,1179,1262,456,18,1,1,0,0
875,1,1,1,1,43,104,8,3,902,969,3396,18,1,0,0,3
1211,1,0,0,0,28,130,2,3,58,963,2750,14,0,1,0,2
769,0,1,12,1,54,112,4,19,1385,1780,941,20,1,0,1,0
671,0,0,7,1,2,95,6,19,614,1617,2278,2,1,0,0,2
1872,0,0,5,1,26,172,4,10,672,1088,2273,8,1,0,1,2
1076,0,1,0,1,14,191,5,0,1088,1718,2355,2,1,1,1,2
1325,0,0,2,0,50,146,1,10,499,695,2328,2,1,0,0,2
911,1,1,1,1,28,182,2,2,157,763,2638,13,1,1,1,1
1273,1,0,1,0,23,178,6,14,485,1399,558,13,1,0,0,0
1062,0,0,3,1,39,124,4,4,571,817,1345,11,1,0,1,0
1317,0,0,6,0,12,154,2,9,431,542,425,11,1,1,1,0
940,0,0,0,0,16,115,4,1,499,1090,2192,9,1,1,1,1
729,1,0,0,0,14,135,6,2,563,1055,3397,17,1,0,1,2
1494,0,0,6,1,3,93,7,17,944,1003,1208,17,1,1,0,1
1546,1,1,2,1,27,124,2,6,1138,1491,267,16,1,1,0,0
1253,0,0,0,1,34,113,4,10,161,647,3518,8,1,1,1,3
895,0,1,6,0,16,164,8,14,126,1575,3122,4,0,0,1,2
793,1,1,0,1,43,124,8,2,15,1196,1050,3,1,1,1,0
1628,1,1,11,0,56,136,2,13,500,1713,3358,12,1,1,1,3
625,0,1,2,0,42,138,8,3,203,1771,2929,17,1,0,0,2
1110,0,0,2,1,12,153,8,5,961,1950,624,15,1,0,0,0
999,0,0,6,0,49,132,1,17,608,1970,1598,8,0,1,0,1
1856,0,1,0,1,24,155,5,1,277,1155,2052,10,1,1,0,2
1715,0,1,9,1,15,120,6,20,114,1849,1249,4,1,1,0,1
1897,1,0,2,1,54,154,2,7,630,738,412,2,1,0,0,0
1202,1,1,0,0,19,122,2,1,404,1742,595,3,0,0,0,0
1171,1,1,2,0,19,167,7,19,248,755,263,8,0,0,0,0
964,0,0,0,1,22,86,8,0,225,1234,2577,5,1,1,0,2
1973,1,1,6,0,46,193,4,10,699,851,639,3,0,0,1,0
1992,1,1,11,0,2,141,1,14,649,895,3206,10,1,1,0,3
546,1,1,5,0,26,159,5,15,416,1658,1550,3,0,1,0,1
1093,0,0,1,1,31,171,2,12,1310,1420,1646,6,1,1,0,1
1880,1,0,11,0,35,200,4,14,930,1983,1930,15,0,1,0,2
1765,0,0,3,0,11,87,2,7,835,1175,3695,18,1,0,0,3
1640,0,1,1,1,36,87,8,11,664,1806,3235,10,1,0,1,3
1830,0,0,0,0,7,191,6,12,460,1583,2334,14,0,1,0,2
826,0,0,3,0,62,187,4,19,778,1615,1998,17,0,0,0,1
1864,0,0,0,1,7,142,1,2,225,1545,2258,10,1,0,0,2
586,1,0,16,1,42,121,7,17,785,1118,1869,7,1,1,1,1
1206,0,1,10,1,30,127,3,13,1581,1713,1825,4,1,0,1,2
832,1,1,1,1,5,165,5,2,9,1944,3946,14,1,1,1,3
848,1,0,1,0,8,103,7,3,7,1294,436,15,1,1,1,0
1851,0,0,0,0,53,112,6,2,174,1175,2678,8,1,0,0,2
1166,1,0,7,0,59,80,1,11,437,638,3887,7,1,0,1,3
1776,1,1,10,0,35,172,4,16,278,623,1813,20,1,1,1,1
1254,1,0,2,1,27,134,2,10,1288,1372,817,16,1,1,1,0
1494,0,1,4,1,24,101,1,17,979,1190,3614,9,1,0,0,3
984,1,1,0,1,39,119,8,18,56,1931,2013,16,1,1,0,1
1179,1,0,1,0,5,154,5,17,913,1429,543,18,0,0,1,0
513,0,0,8,0,27,174,8,13,282,710,3400,13,0,1,1,2
557,0,1,3,0,17,89,6,4,322,710,2623,16,0,0,0,1
744,0,1,0,1,33,105,4,2,1252,1963,2700,19,1,0,0,2
1129,1,1,9,1,21,116,2,10,1128,1702,1400,13,1,1,0,1
1148,0,1,0,1,58,170,5,20,606,688,3127,11,1,0,0,2
1793,0,0,12,1,44,175,5,17,655,1459,2803,6,1,1,1,3
1310,0,1,3,0,15,150,5,11,954,970,2518,5,0,1,1,2
1604,0,0,1,0,6,191,6,15,68,1042,3564,2,1,1,0,3
1676,0,0,2,0,37,145,1,3,134,1197,2515,4,1,0,1,2
1001,0,1,1,0,40,117,3,7,922,1836,3654,10,1,1,1,3
1086,0,0,0,1,24,135,8,19,1874,1976,3930,18,1,1,1,3
1986,1,1,7,1,39,89,7,19,251,599,3476,17,1,1,0,3
634,1,0,5,0,41,192,1,12,1362,1853,3242,4,1,0,1,3
502,0,0,7,0,52,82,6,8,281,1159,2666,20,1,1,0,2
1641,0,0,6,0,48,97,8,7,224,1994,1695,17,1,0,1,2
623,0,1,0,1,15,189,3,1,778,844,3510,18,1,0,1,2
962,1,1,3,0,17,161,8,20,546,1424,3438,20,0,0,0,3
1057,1,0,3,1,41,97,4,10,397,891,2033,2,1,1,0,1
1862,0,0,1,0,62,182,1,2,386,1046,1017,9,1,0,0,1
555,1,1,5,1,38,193,2,10,214,1970,1686,8,1,0,1,1
1000,0,0,1,1,58,135,5,12,461,833,862,20,1,0,0,0
841,0,0,6,1,11,81,5,14,125,675,957,11,1,1,0,0
865,0,0,5,0,16,89,4,12,335,1009,3494,14,0,0,1,3
999,0,1,11,1,56,165,4,13,342,1641,3083,11,1,1,1,2
1232,0,0,12,0,30,131,6,14,625,761,1656,15,1,1,1,1
1194,0,0,6,1,34,165,2,12,494,509,313,19,1,1,0,0
612,1,1,1,1,20,179,8,6,1145,1487,3282,18,1,1,1,3
1362,1,0,0,0,47,186,6,4,600,1042,3629,5,0,1,1,3
1469,0,1,11,1,44,169,2,14,484,711,1687,5,1,1,1,1
986,1,0,13,1,28,182,4,20,199,679,1149,18,1,1,0,0
1843,0,0,1,1,62,104,3,7,21,832,3899,6,1,0,1,3
1561,0,1,10,1,4,134,2,13,885,1811,1783,10,1,1,0,2
1695,1,1,2,1,47,189,5,13,308,1208,1629,11,1,1,0,1
667,0,1,3,0,8,185,1,7,1015,1947,2528,8,0,1,0,2
1768,1,0,0,1,2,88,7,2,1303,1814,3256,5,1,1,0,3
1269,1,1,16,0,41,180,8,17,406,1036,2341,16,0,0,1,2
1109,1,1,6,0,57,151,1,12,124,833,2785,16,1,0,0,2
936,0,1,14,1,14,164,3,17,150,1677,3761,12,1,0,0,3
1713,1,0,9,1,5,199,6,16,108,1963,1513,2,1,0,1,1
1175,1,1,1,1,45,167,2,7,90,557,2240,5,1,1,0,1
1940,1,1,0,1,5,194,4,1,588,1809,820,3,1,1,1,1
855,1,0,2,1,59,159,2,3,1028,1196,1875,8,1,1,1,1
771,1,1,0,1,33,157,3,17,776,1247,920,10,1,1,1,0
645,0,0,10,1,63,174,4,14,278,584,3615,13,1,0,1,2
1307,0,0,2,0,7,88,7,3,897,1103,1412,5,0,0,1,1
1948,0,1,4,0,5,136,1,13,651,700,361,10,0,1,0,0
1509,0,1,5,0,50,81,4,8,1010,1684,1540,3,1,1,0,1
626,1,1,3,1,11,109,2,9,737,1759,1077,4,1,0,1,0
1190,0,1,0,0,40,93,5,1,1399,1646,3610,9,0,0,1,3
1727,1,1,10,0,57,158,6,18,376,1288,512,6,0,0,0,0
1670,1,0,14,0,62,114,8,20,1117,1330,3024,20,0,0,1,3
1150,1,1,4,1,27,134,1,17,234,1947,1610,16,1,0,0,1
1208,0,0,5,1,16,175,1,19,691,1028,2201,12,1,0,0,1
1812,1,1,4,1,42,162,7,15,380,1550,3338,11,1,1,1,3
770,1,1,6,0,61,196,4,9,603,1483,3473,4,0,0,1,3
1559,1,1,10,1,10,114,8,17,117,681,2203,15,1,1,1,1
1902,0,0,10,0,13,155,4,11,766,877,940,15,1,1,0,1
1751,0,0,1,0,4,146,8,9,1499,1952,1155,12,0,1,1,1
1416,1,1,0,0,20,93,4,0,1175,1578,3872,7,0,0,1,3
1288,0,1,3,1,61,115,6,6,988,1503,1882,10,1,0,1,2
1003,1,0,16,1,16,119,8,19,190,1905,1798,10,1,0,0,1
1715,1,1,1,1,18,96,6,3,674,1375,2598,3,1,0,0,3
1967,0,0,0,1,46,199,1,7,518,1374,1567,7,1,1,0,1
962,0,1,14,0,2,125,1,20,1618,1916,1491,14,1,0,0,1
1487,0,0,5,1,42,120,2,7,857,989,2003,3,1,0,0,2
1569,1,1,4,1,54,190,4,6,371,665,3905,4,1,0,0,3
1146,0,0,5,1,57,111,5,10,73,583,291,11,1,1,1,0
1379,1,0,6,1,9,118,8,13,98,755,1693,18,1,0,1,1
1504,0,1,7,1,25,152,4,9,395,1853,1788,13,1,0,1,1
1945,0,0,3,0,26,112,6,5,1064,1540,3322,20,0,0,1,3
1630,1,1,0,1,32,80,6,1,712,1726,1751,20,1,0,1,2
1125,1,0,10,0,23,117,1,14,774,939,1641,12,1,1,0,1
614,1,0,4,1,51,178,7,7,1012,1040,2854,12,1,0,1,2
854,0,0,5,1,17,101,4,9,730,1148,3115,2,1,0,0,2
1470,1,1,6,0,45,121,1,9,777,1090,3259,14,1,0,1,3
1826,1,1,5,1,49,172,8,6,973,1633,1612,17,1,1,0,2
807,1,1,0,0,37,127,4,0,245,829,2319,4,0,0,0,1
1996,1,1,0,1,7,138,5,4,937,1083,1258,16,1,0,0,1
1083,1,0,3,0,41,158,5,5,937,1164,1543,10,0,0,1,1
1035,0,1,14,1,49,178,2,15,574,1171,3991,19,1,0,0,3
1521,1,0,5,1,62,143,1,9,678,1630,3555,19,1,0,0,3
1314,1,1,13,1,5,87,4,18,82,512,3411,18,1,0,0,3
535,0,0,5,0,24,190,8,19,398,1775,524,4,0,0,0,0
673,1,0,13,1,35,142,6,14,1096,1570,3541,4,1,0,1,3
1219,0,1,5,0,4,169,6,7,1419,1698,1998,4,0,0,0,2
1606,1,1,0,1,33,200,5,0,157,770,3437,2,1,0,0,3
1603,1,1,1,1,17,114,2,8,430,1207,1637,11,1,0,1,1
1958,0,0,6,1,52,153,1,14,1524,1848,3064,3,1,0,0,3
695,0,0,18,1,12,196,2,19,1649,1829,2855,7,1,1,1,2
1441,0,1,0,1,53,106,1,12,254,954,1393,4,1,1,1,1
1470,0,1,4,1,33,138,7,10,1790,1988,1633,4,1,0,0,2
1890,0,0,4,1,48,127,4,5,1438,1832,2392,15,1,0,1,3
1152,1,1,0,1,26,82,2,0,1304,1673,3284,8,1,0,1,3
1619,1,0,3,0,20,117,6,9,813,1180,464,16,1,0,1,0
1002,1,0,1,0,45,180,7,7,948,1007,1234,18,1,1,0,0
742,1,0,0,1,36,139,3,1,1161,1288,292,6,1,1,1,0
1306,1,1,2,1,33,174,3,9,867,1258,2521,16,1,0,0,2
1424,1,1,0,0,20,180,5,0,181,1199,2658,19,1,0,0,2
942,0,1,8,0,27,91,4,9,754,1532,587,13,0,1,1,0
1934,1,0,8,1,2,118,4,16,242,1127,2190,9,1,0,1,2
1290,1,1,19,1,35,110,4,20,405,742,879,8,1,0,0,0
930,0,1,0,0,54,80,1,13,1569,1763,1743,9,0,1,0,2
1699,1,0,16,0,21,156,4,20,105,1099,1181,18,1,1,0,1
1849,1,0,1,0,29,181,7,12,978,1986,3330,15,1,0,1,3
1922,0,0,15,1,42,153,8,16,725,1882,3564,17,1,0,0,3
548,0,1,0,1,56,146,4,14,657,1657,562,8,1,1,1,0
916,1,0,0,1,47,82,4,1,1147,1393,1659,11,1,1,0,1
1783,1,0,8,0,14,183,8,11,910,1566,1816,7,0,0,1,2
1083,1,1,2,1,49,156,5,9,295,503,1338,5,1,1,1,0
1698,0,0,10,1,7,131,8,12,26,508,2992,17,1,1,0,2
1969,0,1,5,1,7,85,8,20,332,764,315,7,1,1,0,0
869,0,0,0,0,2,197,7,3,519,533,3249,12,0,0,1,2
1337,1,1,0,0,5,200,4,1,161,1029,3242,20,0,1,0,2
637,1,1,2,0,28,194,4,6,1080,1289,2725,7,0,0,0,2
833,1,1,0,1,27,145,4,2,649,1290,586,19,1,0,1,0
1248,0,0,6,1,9,89,3,8,71,1686,2454,13,1,1,0,2
1174,1,0,7,0,30,147,4,20,744,1244,804,16,0,1,1,0
1831,1,0,3,1,44,148,7,14,437,1113,2460,18,1,0,0,2
1002,0,1,7,0,27,146,1,10,115,1111,1295,17,1,0,1,0
1010,1,1,2,1,8,139,5,3,547,957,2625,12,1,1,0,2
1117,1,1,2,0,21,177,2,19,495,1035,1999,2,1,0,1,1
990,1,1,3,0,15,153,2,7,1466,1717,2698,6,1,0,0,2
1564,0,0,5,1,26,129,6,16,117,1115,3742,13,1,1,0,3
1065,0,1,0,1,21,158,5,3,760,1722,1193,20,1,0,1,1
1982,0,0,12,0,24,129,7,16,764,1873,3511,15,1,1,1,3
1607,0,1,6,1,20,192,2,8,776,1005,885,14,1,1,0,0
1066,0,1,6,1,5,167,5,7,53,1504,1044,11,1,0,0,0
681,0,1,12,1,17,194,5,19,371,1702,2548,5,1,0,1,2
1163,1,1,0,1,19,132,2,1,728,818,2940,15,1,0,1,2
1285,0,1,4,1,11,199,5,7,1791,1896,3966,2,1,1,1,3
753,1,0,11,1,48,121,8,20,606,1316,3484,16,1,0,0,3
1779,1,1,2,0,5,90,1,3,1225,1717,1246,20,0,1,0,1
987,1,0,4,1,52,83,3,8,419,736,2757,15,1,1,0,2
511,0,1,15,1,24,136,3,18,367,1264,2378,4,1,0,0,1
1044,0,0,4,1,12,104,6,5,1230,1263,1794,19,1,1,1,1
1855,0,0,5,0,32,187,8,18,267,1161,3933,7,1,0,1,3
946,1,0,9,0,26,186,6,10,273,891,1637,6,1,0,1,0
657,1,1,2,0,21,110,8,8,705,1905,783,11,1,1,0,0
1673,1,0,2,0,42,182,5,6,214,679,3094,20,0,0,0,2
731,1,1,0,1,28,130,8,0,424,1032,1774,10,1,0,0,1
926,1,0,6,1,59,161,7,14,84,793,256,2,1,0,1,0
1261,0,0,3,1,52,86,2,9,605,1429,1365,16,1,0,1,1
618,0,0,11,1,45,188,3,20,1175,1586,2339,10,1,1,0,2
936,1,0,5,1,57,129,2,6,657,938,2049,5,1,1,0,1
1485,1,1,0,1,28,158,5,1,371,1023,3241,11,1,1,0,3
1339,1,1,10,1,21,80,4,11,833,1441,867,3,1,1,0,0
508,1,0,1,0,50,82,5,9,102,1195,2175,14,0,0,1,1
1938,1,1,5,0,44,121,2,9,1299,1935,3497,18,0,1,0,3
995,0,1,1,0,10,104,4,3,258,1889,609,5,1,0,1,0
1086,1,1,0,1,43,111,6,1,56,1150,3285,17,1,1,0,2
1322,0,1,1,1,35,157,1,3,443,708,3684,6,1,0,0,3
1864,0,1,2,0,57,181,6,6,1279,1793,3586,8,0,0,1,3
1944,1,0,1,1,26,92,4,9,313,712,2322,7,1,0,1,2
581,0,0,5,1,56,180,2,10,523,565,354,13,1,1,1,0
1020,1,1,3,1,27,128,4,4,919,1482,3204,9,1,0,1,3
1936,0,0,2,0,44,139,3,3,570,1021,1400,3,0,0,1,1
1329,1,0,5,1,23,198,8,6,380,682,2308,9,1,1,0,1
808,1,1,3,0,46,105,8,15,119,529,1082,10,1,0,1,0
994,0,1,4,0,40,164,2,17,296,839,3104,11,0,0,0,2
1811,1,0,3,1,22,82,2,8,358,614,2847,4,1,0,1,2
765,1,0,3,0,44,88,8,11,1364,1851,2256,19,0,1,1,2
993,1,1,0,0,16,106,7,13,424,1639,1113,6,0,0,1,0
1136,1,0,15,0,32,150,6,19,961,1030,3210,8,1,1,1,3
719,1,1,0,1,23,113,6,9,431,1727,3990,12,1,1,1,3
733,1,1,0,0,63,105,7,10,950,1739,984,9,1,0,1,0
1946,0,1,8,0,8,123,8,19,647,1849,3117,2,1,0,0,3
1230,1,0,0,1,48,111,7,2,1960,1963,1622,16,1,1,1,2
1577,0,1,0,1,64,105,3,7,116,1432,2967,7,1,1,1,3
1514,1,0,3,1,12,138,3,4,306,538,1037,15,1,0,1,0
579,1,0,3,0,7,89,8,10,808,1517,2908,11,0,0,1,2
574,1,0,1,1,30,126,2,3,94,1334,1167,19,1,0,0,0
1072,1,1,6,0,19,114,8,16,380,877,2715,16,0,1,0,2
843,0,1,1,0,16,119,7,4,593,732,1734,14,0,0,1,1
1492,1,0,5,0,11,85,3,7,1684,1746,2259,19,0,1,1,3
1807,1,0,0,0,16,125,3,0,1221,1415,2921,17,0,1,0,3
909,1,1,7,0,47,146,3,9,410,1643,1244,16,0,1,0,0
1876,0,1,9,1,64,98,3,19,600,1211,3132,2,1,1,1,3
1436,1,1,3,1,23,106,5,4,189,1411,2488,8,1,0,0,2
1251,0,1,10,1,29,133,6,16,308,591,1052,11,1,0,0,0
636,0,0,8,1,28,152,2,15,148,742,2927,3,1,0,0,2
1354,1,1,3,1,26,136,4,6,297,918,2090,13,1,1,0,1
930,1,1,3,1,34,190,4,16,1050,1726,2131,6,1,0,1,2
1830,1,0,7,1,47,117,1,11,1191,1882,3362,11,1,0,0,3
1424,0,1,16,1,23,80,4,18,1399,1663,1053,16,1,1,1,1
583,1,1,1,0,51,88,8,2,1658,1794,1799,7,0,1,0,1
648,1,1,9,1,54,109,5,20,1153,1817,3124,13,1,0,0,3
1203,1,1,0,1,11,109,2,12,35,510,1672,19,1,1,0,0
1777,0,1,0,0,15,100,4,7,553,874,1552,10,1,1,0,1
1299,1,1,0,0,64,83,6,6,46,908,1938,5,1,0,1,1
1494,0,0,2,1,47,129,2,9,207,1177,3202,14,1,0,0,3
527,0,1,4,0,53,128,1,11,67,1924,1302,13,0,0,0,0
793,1,1,1,1,64,179,4,2,818,1006,2296,5,1,1,0,1
873,1,1,6,0,8,152,7,9,1257,1411,575,7,1,0,1,0
722,0,0,12,0,12,93,6,20,138,1371,2359,3,0,0,0,1
1250,1,0,14,1,20,167,5,18,11,1020,3314,6,1,1,1,2
1358,0,0,0,0,60,147,3,1,889,1635,440,13,1,0,0,0
1035,1,1,8,0,11,173,6,10,831,1709,2002,5,1,1,0,1
1289,0,1,3,1,16,161,6,17,713,1854,3167,20,1,1,0,3
1445,0,1,2,0,37,82,2,6,527,1393,3480,17,1,1,1,3
1702,1,1,12,1,47,107,2,19,1284,1643,595,19,1,0,1,1
534,0,1,4,0,2,85,5,16,911,1220,2466,18,0,1,1,2
628,1,0,5,0,60,87,6,6,1047,1534,1337,14,0,1,0,1
713,0,1,4,0,53,98,1,17,123,1477,1462,13,1,0,1,0
1207,0,0,0,0,58,112,8,0,406,681,503,5,1,1,0,0
683,1,0,7,0,30,197,7,8,927,1135,2066,15,0,0,0,1
594,1,0,1,0,27,196,5,2,407,528,708,17,0,1,1,0
537,1,0,1,1,55,103,7,2,1041,1430,2029,12,1,1,1,1
1565,1,0,0,0,38,121,5,1,781,1364,308,7,1,1,1,0
1052,0,0,1,0,6,195,4,16,1191,1839,552,11,0,0,1,0
713,0,0,4,1,63,89,2,8,103,1760,2082,12,1,0,0,1
1766,1,1,1,0,16,141,5,7,125,1227,3314,17,0,0,1,3
584,1,1,1,1,19,199,4,4,919,1343,3996,17,1,1,1,3
1541,1,1,6,1,5,109,4,10,536,1656,1795,4,1,1,1,1
837,0,1,1,0,51,104,5,15,638,1831,594,20,1,0,1,0
935,1,1,3,1,58,155,5,12,639,1087,2473,9,1,0,1,2
665,1,0,0,1,31,185,5,2,496,1804,690,15,1,0,0,0
680,1,0,13,1,34,157,2,17,686,1418,3845,4,1,1,1,3
877,0,1,0,1,17,195,7,0,1064,1985,2004,9,1,1,1,1
1493,0,1,13,0,53,102,5,16,240,1414,2083,20,0,1,1,2
1762,0,0,3,1,26,83,6,14,525,704,2661,4,1,1,0,2
842,1,1,4,0,57,124,3,10,348,730,1903,14,0,1,0,1
925,1,0,9,0,56,196,1,14,1262,1520,2466,5,1,0,0,2
1692,0,0,4,1,2,106,1,17,1899,1904,3779,7,1,1,1,3
1576,1,0,8,0,5,139,3,17,258,789,3904,7,1,1,1,3
1065,0,1,4,1,48,162,6,8,1188,1948,265,12,1,0,0,0
958,1,0,9,1,60,200,1,12,730,751,1417,19,1,0,1,0
623,1,0,6,1,26,197,7,12,484,1238,1769,16,1,0,0,1
897,0,1,1,0,17,171,1,2,547,1852,2948,5,0,0,1,2
1110,0,0,4,1,41,152,3,16,800,1455,2572,16,1,0,1,2
616,1,0,3,1,21,150,7,4,347,513,3267,19,1,0,0,2
1680,1,1,6,1,37,168,4,7,679,1231,1459,2,1,1,0,1
1715,0,0,0,1,12,94,8,6,1224,1676,1633,5,1,1,1,2
983,0,1,0,1,45,130,4,11,948,1205,2052,6,1,0,1,1
720,1,1,12,1,14,165,4,14,366,1234,1086,3,1,1,0,0
1660,0,0,2,1,24,169,2,3,223,1777,2402,14,1,1,1,2
1564,0,1,1,0,42,108,2,2,1619,1962,3376,7,0,1,0,3
592,0,1,1,0,52,103,7,10,332,970,1507,4,0,0,1,0
969,0,1,2,1,44,158,3,7,167,909,641,8,1,0,1,0
1356,1,1,0,0,35,131,1,19,782,951,3451,17,1,1,1,3
504,1,0,8,0,14,189,7,9,881,1129,1607,10,1,1,1,0
1546,1,1,3,1,6,101,1,4,91,1317,3521,9,1,0,0,3
689,0,1,3,1,7,147,2,6,487,722,1241,16,1,0,0,0
1685,0,0,14,0,16,137,7,15,120,1429,881,17,0,1,1,0
1792,1,0,3,1,62,170,7,8,1626,1913,2563,15,1,0,1,3
1786,0,0,11,0,61,123,3,14,74,865,3033,17,0,1,0,3
1944,0,1,9,1,59,132,7,10,634,1079,769,3,1,0,1,0
1077,1,0,13,1,49,131,4,14,334,1079,3454,2,1,0,1,3
648,1,0,1,1,60,195,4,4,931,1811,819,4,1,0,0,0
1702,1,1,8,0,2,185,6,19,921,1351,435,3,0,1,1,0
1571,0,0,1,0,30,150,7,3,805,956,586,4,0,1,1,0
856,1,1,14,1,19,125,6,19,1057,1931,650,10,1,0,1,0
1786,0,0,6,0,14,115,4,15,616,912,3038,14,1,0,0,3
914,1,0,1,1,60,198,5,4,740,840,3736,5,1,0,0,3
1615,1,0,3,0,9,117,1,13,542,678,2948,3,1,1,0,2
649,1,0,4,1,19,190,7,12,344,1551,739,2,1,1,0,0
1646,0,0,3,1,25,200,2,5,211,1608,686,11,1,1,0,0
1189,1,0,5,0,7,164,2,20,79,615,841,11,0,1,0,0
1043,0,0,3,0,29,83,8,17,887,893,1183,8,1,0,0,0
1920,0,1,3,1,19,131,3,8,670,1152,3943,4,1,1,0,3
1220,1,0,1,0,54,109,7,20,383,1249,1037,15,1,0,0,0
1748,1,1,11,1,53,114,4,20,718,1109,2633,9,1,0,0,2
907,1,1,7,0,44,160,3,12,144,896,3911,8,0,0,0,3
1193,1,0,7,0,20,158,7,13,1442,1904,1958,2,1,0,0,2
1766,1,1,1,1,22,122,8,4,291,1318,3297,16,1,0,0,3
1278,1,0,7,1,24,170,3,16,1352,1775,3141,11,1,1,1,3
1234,0,1,8,0,17,174,6,15,209,725,3351,19,0,0,1,2
1961,1,0,10,0,55,100,7,20,861,1888,2355,6,1,1,1,3
1745,0,0,0,1,3,105,3,0,426,1629,1308,2,1,1,0,1
1442,0,1,1,0,27,127,5,8,266,642,991,7,1,0,0,0
1083,1,1,1,1,39,173,8,2,523,542,3248,6,1,0,1,2
868,1,0,5,0,5,137,4,7,40,1311,1519,2,0,0,1,0
864,0,1,0,1,53,88,6,1,262,1436,493,10,1,1,0,0
1142,1,0,0,0,2,114,6,0,623,769,1747,14,0,1,0,1
608,1,1,0,0,64,94,4,0,4,1351,2517,7,1,1,1,1
983,0,0,0,1,53,187,1,4,1001,1176,1389,8,1,1,1,1
1720,0,0,18,1,2,188,5,20,334,896,2522,2,1,0,1,2
1802,1,1,8,0,27,116,5,16,453,963,1885,7,1,1,0,2
591,0,1,18,1,16,196,7,20,952,1726,704,4,1,1,1,0
1205,1,0,5,0,10,163,6,10,321,1870,953,20,0,1,1,0
1369,1,1,3,0,28,108,1,18,1451,1469,3206,4,0,0,0,3
713,0,1,0,0,42,94,1,14,1048,1123,928,9,0,0,1,0
1082,0,1,11,0,2,101,4,20,398,724,2177,17,0,1,0,1
1719,1,1,0,0,52,187,3,1,417,520,2610,11,1,1,1,2
1544,0,0,18,1,12,186,7,20,470,844,489,2,1,0,1,0
1090,1,0,1,1,8,128,8,8,1217,1670,3839,11,1,0,1,3
1991,0,0,3,1,15,181,1,13,298,1037,1861,17,1,1,1,1
1367,0,0,4,0,56,176,2,6,36,642,299,10,0,1,0,0
1179,1,0,7,1,32,182,2,12,85,1451,340,16,1,0,0,0
721,1,1,1,1,15,102,5,18,655,1255,3606,5,1,1,1,3
1549,1,1,0,0,62,91,4,4,167,990,799,9,1,0,1,0
1349,1,1,3,0,46,134,6,12,212,623,2367,10,1,0,1,1
1799,0,0,1,1,30,123,3,9,617,1386,445,10,1,1,0,0
1075,0,1,2,0,11,122,1,16,271,1769,3927,7,1,0,0,3
684,1,1,3,1,63,157,5,9,159,1738,3756,12,1,1,1,3
1837,0,0,9,0,36,162,4,20,786,872,770,15,0,0,1,0
1619,1,0,2,1,21,138,1,9,46,562,1641,13,1,0,0,1
965,1,0,1,0,13,197,8,2,645,1275,2343,15,1,0,0,2
730,0,0,9,0,9,122,4,15,1371,1677,2787,7,1,0,1,2
1361,1,0,1,0,47,169,5,2,881,1382,2495,16,0,0,1,2
1494,0,0,3,1,45,158,5,4,449,790,3208,4,1,0,0,3
1027,1,0,7,0,18,146,7,11,338,534,1234,14,1,0,1,0
1807,0,1,0,1,38,97,8,0,1332,1814,1069,7,1,0,0,1
709,0,1,1,0,11,130,5,11,119,1531,3568,3,0,0,1,3
689,0,0,2,0,45,103,5,11,256,823,3585,10,1,0,0,3
955,1,0,2,0,2,155,4,10,428,1254,1974,18,1,1,0,1
